,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.83, 11.9  /  14.3  /  6.6 ,49.6%,12.6%,175,0.1%,"664,649",Sentinel
1,2,Reyna,1.1, 16.2  /  14.8  /  4.7 ,50.1%,11.1%,235,0.1%,"587,777",Duelist
2,3,Raze,0.96, 14.4  /  15  /  4.9 ,49.2%,7.0%,218,0.1%,"370,423",Duelist
3,4,Omen,0.9, 13.3  /  14.7  /  5.2 ,47.7%,6.4%,193,0.1%,"340,525",Controller
4,5,Jett,1.02, 15.2  /  15  /  4.1 ,49.3%,6.1%,222,0.1%,"324,290",Duelist
5,6,Killjoy,0.92, 12.7  /  13.9  /  4.2 ,50.8%,5.8%,188,0.1%,"306,584",Sentinel
6,7,Brimstone,0.92, 13.2  /  14.3  /  6.7 ,50.4%,5.6%,195,0.1%,"298,236",Controller
7,8,Gekko,0.85, 12.5  /  14.7  /  4.7 ,49.0%,5.1%,181,0.1%,"270,317",Initiator
8,9,Skye,0.85, 12.3  /  14.5  /  7.2 ,49.2%,4.6%,182,0.1%,"241,956",Initiator
9,10,Phoenix,1.0, 14.7  /  14.7  /  4.5 ,48.8%,4.2%,215,0.1%,"223,371",Duelist
10,11,Neon,0.94, 14.4  /  15.3  /  4.3 ,48.8%,3.9%,212,0.1%,"204,412",Duelist
11,12,Fade,0.85, 12.4  /  14.7  /  6.1 ,48.5%,3.7%,183,0.1%,"196,106",Initiator
12,13,Viper,0.89, 12.8  /  14.3  /  5.1 ,49.0%,3.7%,188,0.1%,"193,645",Controller
13,14,Sova,0.87, 12.6  /  14.5  /  5.1 ,47.5%,3.4%,187,0.1%,"180,836",Initiator
14,15,Yoru,0.91, 13.6  /  14.9  /  4.5 ,46.6%,3.4%,198,0.1%,"177,122",Duelist
15,16,Breach,0.89, 13.2  /  14.9  /  5.8 ,49.5%,3.2%,194,0.1%,"166,720",Initiator
16,17,Cypher,0.91, 12.9  /  14.1  /  4.9 ,48.7%,3.1%,186,0.1%,"165,364",Sentinel
17,18,KAY/O,0.83, 12.4  /  14.9  /  7.9 ,46.9%,2.8%,187,0.1%,"149,594",Initiator
18,19,Chamber,0.98, 14.1  /  14.4  /  3.5 ,48.4%,2.4%,202,0.1%,"124,886",Sentinel
19,20,Harbor,0.84, 12.4  /  14.7  /  5.4 ,47.7%,1.2%,181,0.1%,"61,895",Controller
20,21,Astra,0.95, 13.5  /  14.2  /  5 ,48.4%,0.7%,194,0.1%,"34,903",Controller
