,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 17.7  /  15.1  /  4.6 ,50.6%,11.9%,250,0.1%,"1,030,691",Duelist
1,2,Sage,0.89, 13  /  14.6  /  6.9 ,50.0%,10.9%,186,0.1%,"944,489",Sentinel
2,3,Omen,0.97, 14.5  /  14.9  /  6 ,49.0%,8.4%,205,0.1%,"728,164",Controller
3,4,Jett,1.1, 16.9  /  15.3  /  3.9 ,49.8%,7.7%,240,0.1%,"666,719",Duelist
4,5,Raze,1.04, 16  /  15.4  /  5.2 ,50.2%,7.4%,239,0.1%,"641,526",Duelist
5,6,Killjoy,0.97, 13.7  /  14.1  /  3.9 ,50.3%,6.1%,196,0.1%,"531,835",Sentinel
6,7,Skye,0.91, 13.5  /  14.8  /  7.7 ,49.0%,5.4%,194,0.1%,"470,288",Initiator
7,8,Gekko,0.92, 13.6  /  14.8  /  4.8 ,50.0%,5.3%,192,0.1%,"463,638",Initiator
8,9,Brimstone,0.96, 14.1  /  14.7  /  7.3 ,50.2%,4.7%,205,0.1%,"407,770",Controller
9,10,Phoenix,1.09, 16.3  /  15  /  4.6 ,49.6%,3.8%,234,0.1%,"329,465",Duelist
10,11,Chamber,1.07, 15.5  /  14.5  /  3.3 ,49.2%,3.3%,216,0.1%,"286,050",Sentinel
11,12,Fade,0.91, 13.5  /  14.9  /  6.2 ,49.0%,3.0%,193,0.1%,"263,804",Initiator
12,13,Sova,0.95, 13.9  /  14.7  /  5.3 ,48.6%,3.0%,201,0.1%,"260,895",Initiator
13,14,Breach,0.93, 14.1  /  15.2  /  6.2 ,49.1%,3.0%,201,0.1%,"256,833",Initiator
14,15,Viper,0.97, 14.1  /  14.6  /  5.5 ,49.0%,2.9%,202,0.1%,"254,453",Controller
15,16,KAY/O,0.88, 13.4  /  15.3  /  8.4 ,45.8%,2.8%,197,0.1%,"243,750",Initiator
16,17,Neon,1.0, 15.8  /  15.8  /  4.3 ,48.2%,2.8%,226,0.1%,"240,958",Duelist
17,18,Cypher,0.98, 14  /  14.3  /  4.8 ,48.4%,2.7%,196,0.1%,"234,051",Sentinel
18,19,Yoru,0.97, 14.9  /  15.3  /  4.5 ,46.1%,2.1%,211,0.1%,"181,053",Duelist
19,20,Harbor,0.9, 13.5  /  15.1  /  5.7 ,47.1%,1.7%,192,0.1%,"144,883",Controller
20,21,Astra,1.01, 14.7  /  14.4  /  5.5 ,49.5%,1.1%,205,0.1%,"98,399",Controller
